start_time,away_team,away_team_score,home_team,home_team_score
2019-12-01 23:00:00+00:00,GOLDEN STATE WARRIORS,96,ORLANDO MAGIC,100
2019-12-01 23:00:00+00:00,UTAH JAZZ,110,TORONTO RAPTORS,130
2019-12-02 03:30:00+00:00,WASHINGTON WIZARDS,125,LOS ANGELES CLIPPERS,150
2019-12-03 00:00:00+00:00,PHOENIX SUNS,109,CHARLOTTE HORNETS,104
2019-12-03 00:00:00+00:00,UTAH JAZZ,94,PHILADELPHIA 76ERS,103
2019-12-03 00:30:00+00:00,GOLDEN STATE WARRIORS,79,ATLANTA HAWKS,104
2019-12-03 01:00:00+00:00,INDIANA PACERS,117,MEMPHIS GRIZZLIES,104
2019-12-03 01:00:00+00:00,NEW YORK KNICKS,88,MILWAUKEE BUCKS,132
2019-12-03 03:00:00+00:00,CHICAGO BULLS,113,SACRAMENTO KINGS,106
2019-12-04 00:00:00+00:00,DETROIT PISTONS,127,CLEVELAND CAVALIERS,94
2019-12-04 00:00:00+00:00,ORLANDO MAGIC,127,WASHINGTON WIZARDS,120
2019-12-04 00:30:00+00:00,DALLAS MAVERICKS,118,NEW ORLEANS PELICANS,97
2019-12-04 00:30:00+00:00,MIAMI HEAT,121,TORONTO RAPTORS,110
2019-12-04 01:30:00+00:00,HOUSTON ROCKETS,133,SAN ANTONIO SPURS,135
2019-12-04 02:00:00+00:00,LOS ANGELES LAKERS,105,DENVER NUGGETS,96
2019-12-04 03:00:00+00:00,PORTLAND TRAIL BLAZERS,97,LOS ANGELES CLIPPERS,117
2019-12-05 00:00:00+00:00,GOLDEN STATE WARRIORS,91,CHARLOTTE HORNETS,106
2019-12-05 00:00:00+00:00,MILWAUKEE BUCKS,127,DETROIT PISTONS,103
2019-12-05 00:00:00+00:00,PHOENIX SUNS,114,ORLANDO MAGIC,128
2019-12-05 00:30:00+00:00,BROOKLYN NETS,130,ATLANTA HAWKS,118
2019-12-05 00:30:00+00:00,MIAMI HEAT,93,BOSTON CELTICS,112
2019-12-05 01:00:00+00:00,MEMPHIS GRIZZLIES,99,CHICAGO BULLS,106
2019-12-05 01:00:00+00:00,INDIANA PACERS,107,OKLAHOMA CITY THUNDER,100
2019-12-05 01:30:00+00:00,MINNESOTA TIMBERWOLVES,114,DALLAS MAVERICKS,121
2019-12-05 02:00:00+00:00,LOS ANGELES LAKERS,121,UTAH JAZZ,96
2019-12-05 03:00:00+00:00,SACRAMENTO KINGS,116,PORTLAND TRAIL BLAZERS,127
2019-12-06 00:00:00+00:00,PHILADELPHIA 76ERS,113,WASHINGTON WIZARDS,119
2019-12-06 00:30:00+00:00,DENVER NUGGETS,129,NEW YORK KNICKS,92
2019-12-06 00:30:00+00:00,HOUSTON ROCKETS,119,TORONTO RAPTORS,109
2019-12-06 01:00:00+00:00,PHOENIX SUNS,139,NEW ORLEANS PELICANS,132
2019-12-07 00:00:00+00:00,BROOKLYN NETS,111,CHARLOTTE HORNETS,104
2019-12-07 00:00:00+00:00,ORLANDO MAGIC,93,CLEVELAND CAVALIERS,87
2019-12-07 00:00:00+00:00,INDIANA PACERS,101,DETROIT PISTONS,108
2019-12-07 01:00:00+00:00,DENVER NUGGETS,95,BOSTON CELTICS,108
2019-12-07 01:00:00+00:00,GOLDEN STATE WARRIORS,100,CHICAGO BULLS,98
2019-12-07 01:00:00+00:00,WASHINGTON WIZARDS,103,MIAMI HEAT,112
2019-12-07 01:00:00+00:00,MINNESOTA TIMBERWOLVES,127,OKLAHOMA CITY THUNDER,139
2019-12-07 01:30:00+00:00,LOS ANGELES CLIPPERS,91,MILWAUKEE BUCKS,119
2019-12-07 01:30:00+00:00,SACRAMENTO KINGS,104,SAN ANTONIO SPURS,105
2019-12-07 03:30:00+00:00,LOS ANGELES LAKERS,136,PORTLAND TRAIL BLAZERS,113
2019-12-07 19:00:00+00:00,NEW ORLEANS PELICANS,84,DALLAS MAVERICKS,130
2019-12-08 00:30:00+00:00,INDIANA PACERS,104,NEW YORK KNICKS,103
2019-12-08 00:30:00+00:00,CLEVELAND CAVALIERS,94,PHILADELPHIA 76ERS,141
2019-12-08 01:00:00+00:00,PHOENIX SUNS,109,HOUSTON ROCKETS,115
2019-12-08 03:00:00+00:00,MEMPHIS GRIZZLIES,112,UTAH JAZZ,126
2019-12-08 20:00:00+00:00,DENVER NUGGETS,102,BROOKLYN NETS,105
2019-12-08 22:00:00+00:00,ATLANTA HAWKS,122,CHARLOTTE HORNETS,107
2019-12-08 23:00:00+00:00,CHICAGO BULLS,105,MIAMI HEAT,110
2019-12-08 23:00:00+00:00,TORONTO RAPTORS,104,PHILADELPHIA 76ERS,110
2019-12-08 23:00:00+00:00,LOS ANGELES CLIPPERS,135,WASHINGTON WIZARDS,119
2019-12-09 00:00:00+00:00,SACRAMENTO KINGS,110,DALLAS MAVERICKS,106
2019-12-09 02:00:00+00:00,OKLAHOMA CITY THUNDER,108,PORTLAND TRAIL BLAZERS,96
2019-12-09 02:30:00+00:00,MINNESOTA TIMBERWOLVES,125,LOS ANGELES LAKERS,142
2019-12-10 00:00:00+00:00,LOS ANGELES CLIPPERS,110,INDIANA PACERS,99
2019-12-10 00:30:00+00:00,CLEVELAND CAVALIERS,88,BOSTON CELTICS,110
2019-12-10 01:00:00+00:00,TORONTO RAPTORS,93,CHICAGO BULLS,92
2019-12-10 01:00:00+00:00,SACRAMENTO KINGS,119,HOUSTON ROCKETS,118
2019-12-10 01:00:00+00:00,ORLANDO MAGIC,101,MILWAUKEE BUCKS,110
2019-12-10 01:00:00+00:00,DETROIT PISTONS,105,NEW ORLEANS PELICANS,103
2019-12-10 02:00:00+00:00,MINNESOTA TIMBERWOLVES,109,PHOENIX SUNS,125
2019-12-10 02:00:00+00:00,OKLAHOMA CITY THUNDER,104,UTAH JAZZ,90
2019-12-10 03:30:00+00:00,MEMPHIS GRIZZLIES,110,GOLDEN STATE WARRIORS,102
2019-12-11 00:00:00+00:00,WASHINGTON WIZARDS,107,CHARLOTTE HORNETS,114
2019-12-11 01:00:00+00:00,ATLANTA HAWKS,121,MIAMI HEAT,135
2019-12-11 01:00:00+00:00,DENVER NUGGETS,92,PHILADELPHIA 76ERS,97
2019-12-11 03:00:00+00:00,NEW YORK KNICKS,87,PORTLAND TRAIL BLAZERS,115
2019-12-12 00:00:00+00:00,HOUSTON ROCKETS,116,CLEVELAND CAVALIERS,110
2019-12-12 00:00:00+00:00,BOSTON CELTICS,117,INDIANA PACERS,122
2019-12-12 00:00:00+00:00,LOS ANGELES LAKERS,96,ORLANDO MAGIC,87
2019-12-12 00:00:00+00:00,LOS ANGELES CLIPPERS,112,TORONTO RAPTORS,92
2019-12-12 00:30:00+00:00,CHARLOTTE HORNETS,113,BROOKLYN NETS,108
2019-12-12 01:00:00+00:00,ATLANTA HAWKS,102,CHICAGO BULLS,136
2019-12-12 01:00:00+00:00,UTAH JAZZ,127,MINNESOTA TIMBERWOLVES,116
2019-12-12 02:00:00+00:00,MEMPHIS GRIZZLIES,115,PHOENIX SUNS,108
2019-12-12 02:30:00+00:00,NEW ORLEANS PELICANS,112,MILWAUKEE BUCKS,127
2019-12-12 03:00:00+00:00,OKLAHOMA CITY THUNDER,93,SACRAMENTO KINGS,94
2019-12-12 03:30:00+00:00,NEW YORK KNICKS,124,GOLDEN STATE WARRIORS,122
2019-12-13 01:00:00+00:00,PHILADELPHIA 76ERS,115,BOSTON CELTICS,109
2019-12-13 01:30:00+00:00,CLEVELAND CAVALIERS,117,SAN ANTONIO SPURS,109
2019-12-13 02:00:00+00:00,DALLAS MAVERICKS,122,DETROIT PISTONS,111
2019-12-13 03:30:00+00:00,PORTLAND TRAIL BLAZERS,99,DENVER NUGGETS,114
2019-12-14 00:00:00+00:00,LOS ANGELES LAKERS,113,MIAMI HEAT,110
2019-12-14 00:00:00+00:00,HOUSTON ROCKETS,130,ORLANDO MAGIC,107
2019-12-14 00:00:00+00:00,NEW ORLEANS PELICANS,109,PHILADELPHIA 76ERS,116
2019-12-14 00:30:00+00:00,INDIANA PACERS,110,ATLANTA HAWKS,100
2019-12-14 01:00:00+00:00,CHARLOTTE HORNETS,83,CHICAGO BULLS,73
2019-12-14 01:00:00+00:00,MILWAUKEE BUCKS,127,MEMPHIS GRIZZLIES,114
2019-12-14 02:00:00+00:00,GOLDEN STATE WARRIORS,106,UTAH JAZZ,114
2019-12-14 02:30:00+00:00,LOS ANGELES CLIPPERS,124,MINNESOTA TIMBERWOLVES,117
2019-12-14 03:00:00+00:00,NEW YORK KNICKS,103,SACRAMENTO KINGS,101
2019-12-14 22:00:00+00:00,SAN ANTONIO SPURS,121,PHOENIX SUNS,119
2019-12-15 00:30:00+00:00,BROOKLYN NETS,102,TORONTO RAPTORS,110
2019-12-15 01:00:00+00:00,LOS ANGELES CLIPPERS,106,CHICAGO BULLS,109
2019-12-15 01:00:00+00:00,WASHINGTON WIZARDS,111,MEMPHIS GRIZZLIES,128
2019-12-15 01:30:00+00:00,MIAMI HEAT,122,DALLAS MAVERICKS,118
2019-12-15 01:30:00+00:00,CLEVELAND CAVALIERS,108,MILWAUKEE BUCKS,125
2019-12-15 02:00:00+00:00,OKLAHOMA CITY THUNDER,102,DENVER NUGGETS,110
2019-12-15 02:00:00+00:00,DETROIT PISTONS,115,HOUSTON ROCKETS,107
2019-12-15 20:30:00+00:00,ORLANDO MAGIC,130,NEW ORLEANS PELICANS,119
2019-12-15 22:00:00+00:00,CHARLOTTE HORNETS,85,INDIANA PACERS,107
2019-12-15 23:00:00+00:00,LOS ANGELES LAKERS,101,ATLANTA HAWKS,96
2019-12-15 23:00:00+00:00,PHILADELPHIA 76ERS,89,BROOKLYN NETS,109
2019-12-16 01:00:00+00:00,NEW YORK KNICKS,105,DENVER NUGGETS,111
2019-12-16 01:30:00+00:00,SACRAMENTO KINGS,100,GOLDEN STATE WARRIORS,79
2019-12-17 00:00:00+00:00,WASHINGTON WIZARDS,,DETROIT PISTONS,
2019-12-17 00:30:00+00:00,CLEVELAND CAVALIERS,,TORONTO RAPTORS,
2019-12-17 01:00:00+00:00,SAN ANTONIO SPURS,,HOUSTON ROCKETS,
2019-12-17 01:00:00+00:00,MIAMI HEAT,,MEMPHIS GRIZZLIES,
2019-12-17 01:00:00+00:00,DALLAS MAVERICKS,,MILWAUKEE BUCKS,
2019-12-17 01:00:00+00:00,CHICAGO BULLS,,OKLAHOMA CITY THUNDER,
2019-12-17 02:00:00+00:00,PORTLAND TRAIL BLAZERS,,PHOENIX SUNS,
2019-12-18 00:00:00+00:00,SACRAMENTO KINGS,,CHARLOTTE HORNETS,
2019-12-18 00:00:00+00:00,LOS ANGELES LAKERS,,INDIANA PACERS,
2019-12-18 00:30:00+00:00,ATLANTA HAWKS,,NEW YORK KNICKS,
2019-12-18 01:00:00+00:00,BROOKLYN NETS,,NEW ORLEANS PELICANS,
2019-12-18 02:00:00+00:00,ORLANDO MAGIC,,UTAH JAZZ,
2019-12-18 03:30:00+00:00,PHOENIX SUNS,,LOS ANGELES CLIPPERS,
2019-12-19 00:00:00+00:00,CHARLOTTE HORNETS,,CLEVELAND CAVALIERS,
2019-12-19 00:00:00+00:00,TORONTO RAPTORS,,DETROIT PISTONS,
2019-12-19 00:00:00+00:00,MIAMI HEAT,,PHILADELPHIA 76ERS,
2019-12-19 00:00:00+00:00,CHICAGO BULLS,,WASHINGTON WIZARDS,
2019-12-19 01:00:00+00:00,NEW ORLEANS PELICANS,,MINNESOTA TIMBERWOLVES,
2019-12-19 01:00:00+00:00,MEMPHIS GRIZZLIES,,OKLAHOMA CITY THUNDER,
2019-12-19 02:00:00+00:00,ORLANDO MAGIC,,DENVER NUGGETS,
2019-12-19 02:30:00+00:00,BOSTON CELTICS,,DALLAS MAVERICKS,
2019-12-19 03:00:00+00:00,GOLDEN STATE WARRIORS,,PORTLAND TRAIL BLAZERS,
2019-12-20 00:30:00+00:00,UTAH JAZZ,,ATLANTA HAWKS,
2019-12-20 01:00:00+00:00,LOS ANGELES LAKERS,,MILWAUKEE BUCKS,
2019-12-20 01:30:00+00:00,BROOKLYN NETS,,SAN ANTONIO SPURS,
2019-12-20 03:30:00+00:00,HOUSTON ROCKETS,,LOS ANGELES CLIPPERS,
2019-12-21 00:00:00+00:00,MEMPHIS GRIZZLIES,,CLEVELAND CAVALIERS,
2019-12-21 00:00:00+00:00,SACRAMENTO KINGS,,INDIANA PACERS,
2019-12-21 00:30:00+00:00,DETROIT PISTONS,,BOSTON CELTICS,
2019-12-21 00:30:00+00:00,WASHINGTON WIZARDS,,TORONTO RAPTORS,
2019-12-21 01:00:00+00:00,NEW YORK KNICKS,,MIAMI HEAT,
2019-12-21 01:00:00+00:00,PHOENIX SUNS,,OKLAHOMA CITY THUNDER,
2019-12-21 01:00:00+00:00,DALLAS MAVERICKS,,PHILADELPHIA 76ERS,
2019-12-21 02:00:00+00:00,MINNESOTA TIMBERWOLVES,,DENVER NUGGETS,
2019-12-21 03:00:00+00:00,ORLANDO MAGIC,,PORTLAND TRAIL BLAZERS,
2019-12-21 03:30:00+00:00,NEW ORLEANS PELICANS,,GOLDEN STATE WARRIORS,
2019-12-21 22:00:00+00:00,UTAH JAZZ,,CHARLOTTE HORNETS,
2019-12-21 23:00:00+00:00,ATLANTA HAWKS,,BROOKLYN NETS,
2019-12-22 00:00:00+00:00,CHICAGO BULLS,,DETROIT PISTONS,
2019-12-22 00:00:00+00:00,WASHINGTON WIZARDS,,PHILADELPHIA 76ERS,
2019-12-22 00:30:00+00:00,MILWAUKEE BUCKS,,NEW YORK KNICKS,
2019-12-22 01:00:00+00:00,SACRAMENTO KINGS,,MEMPHIS GRIZZLIES,
2019-12-22 01:30:00+00:00,LOS ANGELES CLIPPERS,,SAN ANTONIO SPURS,
2019-12-22 02:00:00+00:00,HOUSTON ROCKETS,,PHOENIX SUNS,
2019-12-22 03:00:00+00:00,MINNESOTA TIMBERWOLVES,,PORTLAND TRAIL BLAZERS,
2019-12-22 20:30:00+00:00,DALLAS MAVERICKS,,TORONTO RAPTORS,
2019-12-22 23:00:00+00:00,CHARLOTTE HORNETS,,BOSTON CELTICS,
2019-12-23 00:00:00+00:00,INDIANA PACERS,,MILWAUKEE BUCKS,
2019-12-23 00:00:00+00:00,LOS ANGELES CLIPPERS,,OKLAHOMA CITY THUNDER,
2019-12-23 02:30:00+00:00,DENVER NUGGETS,,LOS ANGELES LAKERS,
2019-12-24 00:00:00+00:00,ATLANTA HAWKS,,CLEVELAND CAVALIERS,
2019-12-24 00:00:00+00:00,PHILADELPHIA 76ERS,,DETROIT PISTONS,
2019-12-24 00:00:00+00:00,TORONTO RAPTORS,,INDIANA PACERS,
2019-12-24 00:00:00+00:00,WASHINGTON WIZARDS,,NEW YORK KNICKS,
2019-12-24 00:00:00+00:00,CHICAGO BULLS,,ORLANDO MAGIC,
2019-12-24 00:30:00+00:00,UTAH JAZZ,,MIAMI HEAT,
2019-12-24 01:00:00+00:00,SAN ANTONIO SPURS,,MEMPHIS GRIZZLIES,
2019-12-24 02:00:00+00:00,DENVER NUGGETS,,PHOENIX SUNS,
2019-12-24 03:00:00+00:00,NEW ORLEANS PELICANS,,PORTLAND TRAIL BLAZERS,
2019-12-24 03:00:00+00:00,HOUSTON ROCKETS,,SACRAMENTO KINGS,
2019-12-24 03:30:00+00:00,MINNESOTA TIMBERWOLVES,,GOLDEN STATE WARRIORS,
2019-12-25 17:00:00+00:00,BOSTON CELTICS,,TORONTO RAPTORS,
2019-12-25 19:30:00+00:00,MILWAUKEE BUCKS,,PHILADELPHIA 76ERS,
2019-12-25 22:00:00+00:00,HOUSTON ROCKETS,,GOLDEN STATE WARRIORS,
2019-12-26 01:00:00+00:00,LOS ANGELES CLIPPERS,,LOS ANGELES LAKERS,
2019-12-26 03:30:00+00:00,NEW ORLEANS PELICANS,,DENVER NUGGETS,
2019-12-27 00:00:00+00:00,WASHINGTON WIZARDS,,DETROIT PISTONS,
2019-12-27 01:00:00+00:00,NEW YORK KNICKS,,BROOKLYN NETS,
2019-12-27 01:00:00+00:00,MEMPHIS GRIZZLIES,,OKLAHOMA CITY THUNDER,
2019-12-27 01:30:00+00:00,SAN ANTONIO SPURS,,DALLAS MAVERICKS,
2019-12-27 03:00:00+00:00,MINNESOTA TIMBERWOLVES,,SACRAMENTO KINGS,
2019-12-27 03:30:00+00:00,PORTLAND TRAIL BLAZERS,,UTAH JAZZ,
2019-12-27 21:00:00+00:00,CLEVELAND CAVALIERS,,BOSTON CELTICS,
2019-12-28 00:00:00+00:00,OKLAHOMA CITY THUNDER,,CHARLOTTE HORNETS,
2019-12-28 00:00:00+00:00,PHILADELPHIA 76ERS,,ORLANDO MAGIC,
2019-12-28 00:30:00+00:00,MILWAUKEE BUCKS,,ATLANTA HAWKS,
2019-12-28 01:00:00+00:00,INDIANA PACERS,,MIAMI HEAT,
2019-12-28 03:30:00+00:00,PHOENIX SUNS,,GOLDEN STATE WARRIORS,
2019-12-28 22:00:00+00:00,MEMPHIS GRIZZLIES,,DENVER NUGGETS,
2019-12-29 00:00:00+00:00,TORONTO RAPTORS,,BOSTON CELTICS,
2019-12-29 00:00:00+00:00,INDIANA PACERS,,NEW ORLEANS PELICANS,
2019-12-29 01:00:00+00:00,ATLANTA HAWKS,,CHICAGO BULLS,
2019-12-29 01:00:00+00:00,BROOKLYN NETS,,HOUSTON ROCKETS,
2019-12-29 01:00:00+00:00,PHILADELPHIA 76ERS,,MIAMI HEAT,
2019-12-29 01:00:00+00:00,CLEVELAND CAVALIERS,,MINNESOTA TIMBERWOLVES,
2019-12-29 01:00:00+00:00,NEW YORK KNICKS,,WASHINGTON WIZARDS,
2019-12-29 01:30:00+00:00,DALLAS MAVERICKS,,GOLDEN STATE WARRIORS,
2019-12-29 01:30:00+00:00,ORLANDO MAGIC,,MILWAUKEE BUCKS,
2019-12-29 01:30:00+00:00,DETROIT PISTONS,,SAN ANTONIO SPURS,
2019-12-29 02:00:00+00:00,PHOENIX SUNS,,SACRAMENTO KINGS,
2019-12-29 03:00:00+00:00,LOS ANGELES LAKERS,,PORTLAND TRAIL BLAZERS,
2019-12-29 03:30:00+00:00,UTAH JAZZ,,LOS ANGELES CLIPPERS,
2019-12-29 23:00:00+00:00,OKLAHOMA CITY THUNDER,,TORONTO RAPTORS,
2019-12-30 01:00:00+00:00,SACRAMENTO KINGS,,DENVER NUGGETS,
2019-12-30 01:00:00+00:00,CHARLOTTE HORNETS,,MEMPHIS GRIZZLIES,
2019-12-30 01:00:00+00:00,HOUSTON ROCKETS,,NEW ORLEANS PELICANS,
2019-12-30 02:30:00+00:00,DALLAS MAVERICKS,,LOS ANGELES LAKERS,
2019-12-31 00:00:00+00:00,ATLANTA HAWKS,,ORLANDO MAGIC,
2019-12-31 00:00:00+00:00,MIAMI HEAT,,WASHINGTON WIZARDS,
2019-12-31 01:00:00+00:00,MILWAUKEE BUCKS,,CHICAGO BULLS,
2019-12-31 01:00:00+00:00,BROOKLYN NETS,,MINNESOTA TIMBERWOLVES,
2019-12-31 02:00:00+00:00,DETROIT PISTONS,,UTAH JAZZ,
2019-12-31 03:00:00+00:00,PHOENIX SUNS,,PORTLAND TRAIL BLAZERS,
2019-12-31 20:00:00+00:00,BOSTON CELTICS,,CHARLOTTE HORNETS,
2019-12-31 20:00:00+00:00,PHILADELPHIA 76ERS,,INDIANA PACERS,
2019-12-31 22:00:00+00:00,LOS ANGELES CLIPPERS,,SACRAMENTO KINGS,
2020-01-01 00:00:00+00:00,DENVER NUGGETS,,HOUSTON ROCKETS,
2020-01-01 00:00:00+00:00,GOLDEN STATE WARRIORS,,SAN ANTONIO SPURS,
2020-01-01 00:00:00+00:00,CLEVELAND CAVALIERS,,TORONTO RAPTORS,
2020-01-01 01:00:00+00:00,DALLAS MAVERICKS,,OKLAHOMA CITY THUNDER,
2020-01-01 23:00:00+00:00,ORLANDO MAGIC,,WASHINGTON WIZARDS,
2020-01-02 00:30:00+00:00,PORTLAND TRAIL BLAZERS,,NEW YORK KNICKS,
2020-01-02 01:00:00+00:00,MINNESOTA TIMBERWOLVES,,MILWAUKEE BUCKS,
2020-01-02 03:30:00+00:00,PHOENIX SUNS,,LOS ANGELES LAKERS,
2020-01-03 00:00:00+00:00,CHARLOTTE HORNETS,,CLEVELAND CAVALIERS,
2020-01-03 00:00:00+00:00,DENVER NUGGETS,,INDIANA PACERS,
2020-01-03 00:30:00+00:00,TORONTO RAPTORS,,MIAMI HEAT,
2020-01-03 01:00:00+00:00,UTAH JAZZ,,CHICAGO BULLS,
2020-01-03 01:00:00+00:00,GOLDEN STATE WARRIORS,,MINNESOTA TIMBERWOLVES,
2020-01-03 01:30:00+00:00,BROOKLYN NETS,,DALLAS MAVERICKS,
2020-01-03 01:30:00+00:00,OKLAHOMA CITY THUNDER,,SAN ANTONIO SPURS,
2020-01-03 03:00:00+00:00,MEMPHIS GRIZZLIES,,SACRAMENTO KINGS,
2020-01-03 03:30:00+00:00,DETROIT PISTONS,,LOS ANGELES CLIPPERS,
2020-01-04 00:00:00+00:00,ATLANTA HAWKS,,BOSTON CELTICS,
2020-01-04 00:00:00+00:00,MIAMI HEAT,,ORLANDO MAGIC,
2020-01-04 00:00:00+00:00,PORTLAND TRAIL BLAZERS,,WASHINGTON WIZARDS,
2020-01-04 01:00:00+00:00,PHILADELPHIA 76ERS,,HOUSTON ROCKETS,
2020-01-04 02:00:00+00:00,NEW YORK KNICKS,,PHOENIX SUNS,
2020-01-04 03:30:00+00:00,NEW ORLEANS PELICANS,,LOS ANGELES LAKERS,
2020-01-04 20:30:00+00:00,MEMPHIS GRIZZLIES,,LOS ANGELES CLIPPERS,
2020-01-04 23:00:00+00:00,TORONTO RAPTORS,,BROOKLYN NETS,
2020-01-05 00:00:00+00:00,UTAH JAZZ,,ORLANDO MAGIC,
2020-01-05 00:30:00+00:00,INDIANA PACERS,,ATLANTA HAWKS,
2020-01-05 00:30:00+00:00,OKLAHOMA CITY THUNDER,,CLEVELAND CAVALIERS,
2020-01-05 01:00:00+00:00,BOSTON CELTICS,,CHICAGO BULLS,
2020-01-05 01:00:00+00:00,DENVER NUGGETS,,WASHINGTON WIZARDS,
2020-01-05 01:30:00+00:00,CHARLOTTE HORNETS,,DALLAS MAVERICKS,
2020-01-05 01:30:00+00:00,DETROIT PISTONS,,GOLDEN STATE WARRIORS,
2020-01-05 01:30:00+00:00,SAN ANTONIO SPURS,,MILWAUKEE BUCKS,
2020-01-05 03:00:00+00:00,NEW ORLEANS PELICANS,,SACRAMENTO KINGS,
2020-01-05 20:30:00+00:00,NEW YORK KNICKS,,LOS ANGELES CLIPPERS,
2020-01-05 23:00:00+00:00,PORTLAND TRAIL BLAZERS,,MIAMI HEAT,
2020-01-06 00:30:00+00:00,MINNESOTA TIMBERWOLVES,,CLEVELAND CAVALIERS,
2020-01-06 01:00:00+00:00,MEMPHIS GRIZZLIES,,PHOENIX SUNS,
2020-01-06 03:00:00+00:00,DETROIT PISTONS,,LOS ANGELES LAKERS,
2020-01-07 00:00:00+00:00,INDIANA PACERS,,CHARLOTTE HORNETS,
2020-01-07 00:00:00+00:00,BROOKLYN NETS,,ORLANDO MAGIC,
2020-01-07 00:00:00+00:00,OKLAHOMA CITY THUNDER,,PHILADELPHIA 76ERS,
2020-01-07 00:00:00+00:00,BOSTON CELTICS,,WASHINGTON WIZARDS,
2020-01-07 00:30:00+00:00,DENVER NUGGETS,,ATLANTA HAWKS,
2020-01-07 01:00:00+00:00,UTAH JAZZ,,NEW ORLEANS PELICANS,
2020-01-07 01:30:00+00:00,CHICAGO BULLS,,DALLAS MAVERICKS,
2020-01-07 01:30:00+00:00,MILWAUKEE BUCKS,,SAN ANTONIO SPURS,
2020-01-07 03:00:00+00:00,GOLDEN STATE WARRIORS,,SACRAMENTO KINGS,
2020-01-08 00:00:00+00:00,DETROIT PISTONS,,CLEVELAND CAVALIERS,
2020-01-08 00:00:00+00:00,PORTLAND TRAIL BLAZERS,,TORONTO RAPTORS,
2020-01-08 00:30:00+00:00,OKLAHOMA CITY THUNDER,,BROOKLYN NETS,
2020-01-08 01:00:00+00:00,MINNESOTA TIMBERWOLVES,,MEMPHIS GRIZZLIES,
2020-01-08 02:00:00+00:00,SACRAMENTO KINGS,,PHOENIX SUNS,
2020-01-08 03:30:00+00:00,NEW YORK KNICKS,,LOS ANGELES LAKERS,
2020-01-09 00:00:00+00:00,SAN ANTONIO SPURS,,BOSTON CELTICS,
2020-01-09 00:00:00+00:00,TORONTO RAPTORS,,CHARLOTTE HORNETS,
2020-01-09 00:00:00+00:00,MIAMI HEAT,,INDIANA PACERS,
2020-01-09 00:00:00+00:00,WASHINGTON WIZARDS,,ORLANDO MAGIC,
2020-01-09 00:30:00+00:00,HOUSTON ROCKETS,,ATLANTA HAWKS,
2020-01-09 00:30:00+00:00,DENVER NUGGETS,,DALLAS MAVERICKS,
2020-01-09 01:00:00+00:00,CHICAGO BULLS,,NEW ORLEANS PELICANS,
2020-01-09 02:00:00+00:00,NEW YORK KNICKS,,UTAH JAZZ,
2020-01-09 03:00:00+00:00,MILWAUKEE BUCKS,,GOLDEN STATE WARRIORS,
2020-01-10 00:00:00+00:00,CLEVELAND CAVALIERS,,DETROIT PISTONS,
2020-01-10 00:00:00+00:00,BOSTON CELTICS,,PHILADELPHIA 76ERS,
2020-01-10 01:00:00+00:00,PORTLAND TRAIL BLAZERS,,MINNESOTA TIMBERWOLVES,
2020-01-10 02:30:00+00:00,HOUSTON ROCKETS,,OKLAHOMA CITY THUNDER,
2020-01-11 00:00:00+00:00,ATLANTA HAWKS,,WASHINGTON WIZARDS,
2020-01-11 00:30:00+00:00,MIAMI HEAT,,BROOKLYN NETS,
2020-01-11 01:00:00+00:00,INDIANA PACERS,,CHICAGO BULLS,
2020-01-11 01:00:00+00:00,SAN ANTONIO SPURS,,MEMPHIS GRIZZLIES,
2020-01-11 01:00:00+00:00,NEW ORLEANS PELICANS,,NEW YORK KNICKS,
2020-01-11 01:30:00+00:00,LOS ANGELES LAKERS,,DALLAS MAVERICKS,
2020-01-11 02:00:00+00:00,ORLANDO MAGIC,,PHOENIX SUNS,
2020-01-11 02:00:00+00:00,CHARLOTTE HORNETS,,UTAH JAZZ,
2020-01-11 03:00:00+00:00,MILWAUKEE BUCKS,,SACRAMENTO KINGS,
2020-01-11 03:30:00+00:00,GOLDEN STATE WARRIORS,,LOS ANGELES CLIPPERS,
2020-01-11 22:00:00+00:00,MINNESOTA TIMBERWOLVES,,HOUSTON ROCKETS,
2020-01-12 00:00:00+00:00,NEW ORLEANS PELICANS,,BOSTON CELTICS,
2020-01-12 00:00:00+00:00,CHICAGO BULLS,,DETROIT PISTONS,
2020-01-12 01:00:00+00:00,LOS ANGELES LAKERS,,OKLAHOMA CITY THUNDER,
2020-01-12 01:30:00+00:00,PHILADELPHIA 76ERS,,DALLAS MAVERICKS,
2020-01-12 02:00:00+00:00,CLEVELAND CAVALIERS,,DENVER NUGGETS,
2020-01-12 03:00:00+00:00,MILWAUKEE BUCKS,,PORTLAND TRAIL BLAZERS,
2020-01-12 20:30:00+00:00,MIAMI HEAT,,NEW YORK KNICKS,
2020-01-12 20:30:00+00:00,UTAH JAZZ,,WASHINGTON WIZARDS,
2020-01-12 23:00:00+00:00,ATLANTA HAWKS,,BROOKLYN NETS,
2020-01-12 23:00:00+00:00,GOLDEN STATE WARRIORS,,MEMPHIS GRIZZLIES,
2020-01-12 23:00:00+00:00,SAN ANTONIO SPURS,,TORONTO RAPTORS,
2020-01-13 01:00:00+00:00,LOS ANGELES CLIPPERS,,DENVER NUGGETS,
2020-01-13 01:00:00+00:00,CHARLOTTE HORNETS,,PHOENIX SUNS,
